20131012,152890409,113085130
20131013,179439665,89589898
20131014,301798526,135049585
20131015,310268392,167794800
20131016,392891967,176320637
20131017,305059540,97274132
20131018,246998906,213786359
20131019,135061766,105306562
20131020,204593223,118943779
20131021,371670545,131038104
20131022,355000522,191740538
20131023,253846512,145998026
20131024,319671688,192950089
20131025,212998009,175427663
20131026,226498771,135526544
20131027,261048555,149434691
20131028,427379964,206493938
20131029,415463872,103942357
20131030,370202023,230872015
20131031,342846580,240425134
20131101,271046829,210667663
20131102,229895705,104808415
20131103,235683999,132969505
20131104,448901424,227070264
20131105,579119075,333941581
20131106,570947870,333124426
20131107,577934360,322796764
20131108,486593312,271373666
20131109,437070958,166496383
20131110,585246804,230063433
20131111,433272892,731819386
20131112,453597004,223957703
20131113,569152220,247249532
20131114,650884040,335368661
20131115,508492340,231320833
20131116,356228032,184811007
20131117,362501611,181926148
20131118,565379419,430463498
20131119,679627036,368421632
20131120,529360856,299130814
20131121,469975169,250055059
20131122,359365359,196268342
20131123,327400451,181939042
20131124,360842825,241165482
20131125,596643762,360684622
20131126,486618234,296280268
20131127,521938262,297924238
20131128,538810951,376490798
20131129,593301137,281902898
20131130,325563696,303528177
20131201,627162447,414011955
20131202,977572642,393933489
20131203,581952686,344735764
20131204,804693157,343344909
20131205,751138437,292855413
20131206,483488467,356540468
20131207,318353597,217367351
20131208,441407551,292422763
20131209,734943607,445687711
20131210,687815832,320716673
20131211,747034982,379060143
20131212,650773186,418603977
20131213,509896341,341420228
20131214,362780016,202207460
20131215,454045362,292391614
20131216,712417343,396504652
20131217,648083705,431628119
20131218,626067329,319989587
20131219,580078745,424816220
20131220,573862551,402340885
20131221,371177282,252345626
20131222,369109443,327387203
20131223,668024461,577628115
20131224,888750186,548189593
20131225,981310069,540767770
20131226,952918700,589747979
20131227,685602694,488358178
20131228,695419871,220206166
20131229,557266897,330295442
20131230,1137158313,602967644
20131231,997961947,436616656
20140101,1054703425,354164036
20140102,1164865035,431946948
20140103,1032361614,492401514
20140104,742981261,244738567
20140105,781293413,298260804
20140106,1143545819,528816057
20140107,1203373874,472243428
20140108,1140508061,680976175
20140109,1107132302,510813283
20140110,926005320,580711999
20140111,667301611,307318002
20140112,858064992,446040443
20140113,1351240446,575375855
20140114,1333849023,541901664
20140115,1052835743,563814984
20140116,1537297324,500164190
20131128,538810951,376490798
20131129,593301137,281902898
20131130,325563696,303528177
20131201,627162447,414011955
20131202,977572642,393933489
20131203,581952686,344735764
20131204,804693157,343344909
20131205,751138437,292855413
20131206,483488467,356540468
20131207,318353597,217367351
20131208,441407551,292422763
20131209,734943607,445687711
20131210,687815832,320716673
20131211,747034982,379060143
20131212,650773186,418603977
20131213,509896341,341420228
20131214,362780016,202207460
20131215,454045362,292391614
20131216,712417343,396504652
20131217,648083705,431628119
20131218,626067329,319989587
20131219,580078745,424816220
20131220,573862551,402340885
20131221,371177282,252345626
20131222,369109443,327387203
20131223,668024461,577628115
20131224,888750186,548189593
20131225,981310069,540767770
20131226,952918700,589747979
20131227,685602694,488358178
20131228,695419871,220206166
20131229,557266897,330295442
20131230,1137158313,602967644
20131231,997961947,436616656
20140101,1054703425,354164036
20140102,1164865035,431946948
20140103,1032361614,492401514
20140104,742981261,244738567
20140105,781293413,298260804
20140106,1143545819,528816057
20140107,1203373874,472243428
20140108,1140508061,680976175
20140109,1107132302,510813283
20140110,926005320,580711999
20140111,667301611,307318002
20140112,858064992,446040443
20140113,1351240446,575375855
20140114,1333849023,541901664
20140115,1052835743,563814984
20140116,1537297324,500164190
20140308,830073130,559759822
20140309,958716299,779897175
20140310,1887138570,1591866135
20140311,1331452243,1009187655
20140312,1430609436,1090592992
20140313,1180307833,972360136
20140314,1361548070,1359812322
20140315,773438889,810647364
20140316,756182840,742887551
20140317,1229928918,1557697053
20140318,1139678199,1458898882
20140319,1092371541,1047466238
20140320,1174644654,1129901520
20140321,916989239,862505754
20140322,521272143,504190374
20140323,600050525,701664545
20140324,1061598490,1323662573
20140325,1150509655,1350749324
20140326,1122818982,1236260667
20140327,914184957,919013755
20140328,886686326,1093913486
20140329,691331460,536717257
20140330,657758792,657224818
20140331,1209265630,1249638380
20140401,1396308944,927709382
20140402,1206125271,1030859323
20140403,1130903651,877906098
20140404,841596773,721278949
20140405,573927733,461281693
20140406,574439580,448814332
20140407,744447037,695830740
20140408,1079607187,1051197674
20140409,1092839274,1008092940
20140410,1209050516,860452589
20140411,1026869865,787880785
20140412,707711725,523781135
20140413,772601950,801915014
20140414,1259423598,1023236298
20140415,1223264292,855893819
20140416,1345449736,855430043
20140417,1021224192,860496066
20140418,936390049,684824059
20140419,638608183,576825387
20140420,703398344,674905035
20140421,1063131843,1024359309
20140422,1002091172,990570252
20140423,978502181,1047184824
20140424,908095681,836596614
20140425,695964483,1067280324
20140426,533977905,573608515
20140427,665447090,672562995
20140428,1051066944,1515848803
20140429,1178699905,1107326803
20140430,954543853,894475347
20140501,778337841,458099718
20140502,465347969,457958157
20140503,656845067,576367835
20140504,1101374451,877921091
20140505,1220629656,869812619
20140506,1256897928,888316302
20140507,1128803744,826514636
20140508,1097052866,772192887
20140509,894071348,724518345
20140510,656123522,472805150
20140511,669062622,648747897
20140512,1052953833,1106666677
20140513,903048513,880059674
20140514,891196203,823366638
20140515,1178654309,981204432
20140516,768103727,643708722
20140517,571486415,502617172
20140518,561691078,541901300
20140519,1039499558,1158152786
20140520,818112014,938694804
20140521,938398048,867572796
20140522,812605917,780255396
20140523,737689778,856026258
20140524,511825401,599322581
20140525,511745121,553868360
20140526,919251708,1226820760
20140527,927971288,1016342876
20140528,955772465,1048596955
20140529,795733998,755374391
20140530,760329532,727948640
20140531,473381901,575406283
20140601,702573488,488479901
20140602,658151688,621126360
20140603,1187345693,1076552114
20140604,1064097227,967195002
20140605,1128839299,961872173
20140606,897803019,827709155
20140607,622568595,581690191
20140608,621693135,870362848
20140609,945973950,1106911875
20140610,1200566357,895027175
20140611,1102669619,1040982692
20140612,1019305875,930050965
20140613,847676780,783946822
20140614,553565926,554214154
20140615,679624017,614303644
20140616,1087295170,1336794126
20140617,926432573,1197321128
20140618,960036386,1556028662
20140619,788071537,939870180
20140620,757412696,1043747523
20140621,562620598,573296780
20140622,551254134,742406910
20140623,906367187,1438844936
20140624,925758962,1415113263
20140625,999715349,1243880683
20140626,1071073702,1313082961
20140627,772628991,1072973259
20140628,459919077,763515425
20140629,530991916,963377140
20140630,1049909872,1762025218
20140701,1474952418,1272360671
20140702,1023655040,1080146191
20140703,865020939,1048077058
20140704,766416389,1004710914
20140705,603141127,796175241
20140706,562663095,632749708
20140707,921670164,1291173287
20140708,895222658,1161647808
20140709,846147377,1131321959
20140710,908593707,970761471
20140711,810702591,867865461
20140712,490816331,736665971
20140713,492106815,582845206
20140714,816002855,894131397
20140715,1199706539,932272103
20140716,1117385812,863927601
20140717,754657224,1112803326
20140718,699898681,714017177
20140719,497127226,645517178
20140720,563514516,590359910
20140721,812402502,1255795072
20140722,876626847,1176797458
20140723,769465745,1074248036
20140724,857754340,1117992195
20140725,674322175,888339386
20140726,472103636,492374098
20140727,491670992,644169837
20140728,904706937,1071226868
20140729,1059252693,977757743
20140730,913436819,771976977
20140731,913271653,1074543652
20140801,1058749069,834828938
20140802,492331219,601688837
20140803,509703165,602822245
20140804,978541315,950468962
20140805,1066119055,1007741191
20140806,986584982,860487112
20140807,848386863,799809388
20140808,788157530,992934026
20140809,532950268,503104994
20140810,560382846,568087618
20140811,1044906048,1071989217
20140812,910921779,1075892152
20140813,873889875,901474297
20140814,859069275,926843674
20140815,907231639,848779399
20140816,629684170,523051253
20140817,595302144,705055974
20140818,1061305003,920043938
20140819,897405573,1000976790
20140820,867945824,911442059
20140821,771401448,916711558
20140822,719795171,794030896
20140823,470538363,599571830
20140824,634013190,721819390
20140825,899802762,1217948897
20140826,1035959193,1220808633
20140827,907457819,1155353396
20140828,839003229,1366819792
20140829,902409507,1003932959
20140830,607576562,582508049
20140831,658944188,726223071
